57.2,82.12,3,False
55.4,87.65,3,False
55.4,87.65,3,False
55.4,93.65,3,False
55.4,87.65,3,False
53.6,87.56,3,False
51.8,93.55,2,False
51.8,93.55,2,False
51.8,93.55,3,False
51.8,93.55,2,False
51.8,100.0,3,False
51.8,93.55,3,False
50.0,100.0,2,False
50.0,100.0,2,False
50.0,100.0,2,False
48.2,100.0,4,True
50.0,100.0,4,False
51.8,100.0,2,False
51.8,100.0,4,False
53.6,93.6,2,False
55.4,93.65,4,False
59.0,72.01,5,False
60.8,59.01,3,False
62.6,55.37,4,False
64.4,51.98,4,False
68.0,49.1,3,False
62.6,72.38,8,False
60.8,72.2,5,False
57.2,82.12,6,False
57.2,87.74,2,False
57.2,87.74,3,False
53.6,93.6,5,False
53.6,93.6,NaN,False
53.6,93.6,3,False
53.6,93.6,3,False
51.8,93.55,0,False
51.8,93.55,2,False
51.8,93.55,3,False
50.0,93.5,2,False
50.0,93.5,4,False
50.0,100.0,0,False
51.8,93.55,3,False
50.0,93.5,3,False
50.0,93.5,3,False
51.8,93.55,2,False
53.6,87.56,3,False
53.6,87.56,3,False
55.4,87.65,2,False
59.0,72.01,5,False
60.8,67.54,4,False
60.8,63.15,5,False
60.8,72.2,4,False
57.2,87.74,7,False
55.4,87.65,3,False
55.4,87.65,5,False
55.4,87.65,3,False
57.2,82.12,3,False
55.4,87.65,2,False
53.6,93.6,2,False
53.6,87.56,2,False
53.6,93.6,2,False
53.6,93.6,2,False
53.6,87.56,4,False
51.8,93.55,3,False
50.0,93.5,3,False
48.2,93.45,3,False
46.4,93.4,2,False
48.2,93.45,2,False
48.2,93.45,3,False
46.4,100.0,3,True
46.4,100.0,2,True
48.2,87.28,3,False
51.8,93.55,3,False
53.6,87.56,3,False
57.2,76.82,2,False
59.0,72.01,2,False
62.6,63.38,3,False
66.2,48.83,7,False
66.2,52.25,7,False
66.2,45.6,12,False
68.0,45.88,11,False
66.2,45.6,10,False
69.8,40.29,10,False
64.4,59.5,9,True
60.8,67.54,7,True
60.8,63.15,3,False
53.6,81.87,3,True
51.8,81.74,4,False
51.8,81.74,2,False
51.8,81.74,2,False
50.0,87.37,3,False
46.4,93.4,3,False
46.4,93.4,3,False
42.8,100.0,2,False
44.6,93.35,2,False
42.8,100.0,2,True
44.6,93.35,2,True
41.0,100.0,3,False
44.6,100.0,2,False
44.6,93.35,2,False
44.6,100.0,3,False
48.2,93.45,3,False
51.8,93.55,2,False
51.8,93.55,2,False
55.4,87.65,2,False
55.4,87.65,2,False
59.0,72.01,2,False
62.6,67.75,3,False
66.2,52.25,4,False
69.8,46.16,5,False
68.0,59.97,10,False
66.2,63.82,12,False
59.0,82.25,4,False
60.8,82.37,5,False
60.8,82.37,7,False
60.8,82.37,7,False
59.0,76.98,7,False
57.2,82.12,5,False
57.2,82.12,4,False
53.6,93.6,0,False
51.8,93.55,3,False
51.8,93.55,3,False
51.8,93.55,3,False
50.0,93.5,3,False
50.0,93.5,2,False
50.0,100.0,2,False
46.4,100.0,3,False
48.2,93.45,2,False
46.4,93.4,2,False
44.6,100.0,2,False
48.2,93.45,2,False
51.8,93.55,2,False
57.2,76.82,2,False
60.8,67.54,2,False
64.4,59.5,3,False
66.2,55.88,3,False
68.0,45.88,4,False
69.8,40.29,6,False
62.6,67.75,13,False
62.6,67.75,14,False
62.6,77.29,12,False
60.8,77.14,9,False
60.8,72.2,10,False
59.0,76.98,8,False
57.2,82.12,5,False
55.4,87.65,4,False
55.4,87.65,4,False
55.4,87.65,6,False
55.4,87.65,3,False
55.4,87.65,2,False
53.6,93.6,3,False
53.6,93.6,2,False
53.6,87.56,3,False
53.6,87.56,5,False
51.8,93.55,5,False
53.6,87.56,3,False
53.6,87.56,3,False
53.6,81.87,6,False
55.4,76.66,4,False
59.0,67.33,2,False
60.8,59.01,4,False
62.6,51.72,6,False
64.4,48.55,5,False
64.4,48.55,4,False
68.0,45.88,6,False
68.0,45.88,9,False
62.6,59.26,10,False
64.4,55.63,9,False
59.0,72.01,9,False
57.2,76.82,6,True
55.4,81.99,5,False
55.4,81.99,5,False
53.6,87.56,5,False
53.6,81.87,5,False
50.0,87.37,5,False
50.0,87.37,4,False
48.2,87.28,4,True
44.6,93.35,2,True
41.0,93.24,2,True
39.2,93.19,4,True
39.2,93.19,4,True
44.6,93.35,3,NaN
53.6,81.87,3,True
59.0,72.01,4,True
64.4,59.5,3,True
66.2,48.83,4,True
66.2,48.83,5,False
68.0,52.51,12,False
66.2,55.88,12,False
62.6,67.75,12,False
64.4,55.63,11,False
62.6,63.38,11,False
57.2,82.12,10,True
57.2,82.12,5,True
55.4,81.99,3,True
55.4,87.65,4,False
51.8,93.55,3,False
51.8,87.47,3,False
51.8,87.47,2,False
50.0,93.5,3,False
46.4,93.4,2,True
48.2,93.45,2,True
50.0,93.5,2,False
48.2,93.45,2,False
48.2,93.45,2,True
48.2,93.45,2,True
46.4,93.4,3,False
50.0,93.5,4,False
53.6,87.56,6,False
57.2,76.82,5,False
57.2,71.83,6,False
60.8,63.15,3,False
64.4,51.98,3,False
62.6,51.72,4,False
62.6,51.72,6,False
68.0,42.85,5,False
69.8,43.13,3,False
68.0,52.51,10,False
68.0,52.51,12,True
60.8,72.2,12,False
62.6,67.75,6,False
60.8,72.2,6,False
59.0,76.98,5,False
55.4,81.99,2,False
55.4,81.99,2,False
55.4,93.65,3,False
53.6,93.6,2,False
53.6,93.6,4,False
53.6,87.56,2,False
51.8,93.55,0,False
51.8,93.55,3,False
51.8,93.55,2,False
51.8,93.55,3,True
50.0,93.5,4,False
50.0,93.5,2,False
53.6,87.56,3,False
57.2,76.82,4,False
60.8,67.54,2,False
60.8,63.15,2,False
62.6,63.38,7,False
64.4,55.63,10,False
66.2,55.88,11,False
62.6,59.26,13,False
64.4,59.5,11,False
62.6,63.38,13,False
60.8,67.54,8,False
60.8,63.15,7,False
57.2,71.83,4,False
55.4,81.99,3,False
53.6,93.6,4,False
53.6,93.6,4,False
53.6,93.6,2,False
53.6,87.56,4,False
51.8,93.55,3,False
51.8,93.55,4,False
50.0,93.5,2,False
51.8,93.55,2,False
51.8,93.55,3,False
51.8,93.55,3,False
51.8,93.55,2,False
50.0,93.5,3,False
53.6,93.6,2,False
55.4,87.65,3,False
59.0,72.01,2,True
62.6,59.26,4,True
64.4,59.5,5,True
66.2,48.83,5,False
68.0,45.88,6,False
69.8,40.29,4,False
66.2,59.74,13,False
64.4,59.5,11,False
62.6,63.38,10,False
62.6,67.75,6,False
64.4,63.6,8,False
62.6,63.38,6,False
62.6,63.38,10,False
60.8,67.54,7,False
57.2,76.82,4,False
55.4,81.99,2,False
55.4,87.65,2,False
53.6,87.56,4,False
55.4,81.99,4,False
53.6,87.56,4,False
53.6,93.6,2,False
51.8,87.47,9,False
51.8,87.47,4,False
51.8,87.47,2,False
51.8,81.74,2,False
48.2,93.45,2,False
48.2,93.45,2,False
48.2,93.45,5,True
51.8,93.55,7,True
55.4,81.99,7,True
59.0,72.01,4,False
59.0,67.33,4,False
64.4,48.55,10,False
64.4,51.98,8,False
64.4,48.55,10,False
64.4,51.98,8,False
62.6,51.72,10,False
62.6,51.72,10,False
62.6,55.37,8,False
59.0,76.98,5,False
57.2,82.12,5,False
57.2,82.12,4,False
55.4,87.65,2,False
53.6,81.87,3,False
51.8,81.74,4,False
51.8,87.47,5,False
51.8,87.47,4,False
51.8,87.47,5,False
53.6,81.87,7,False
51.8,87.47,7,False
53.6,81.87,7,False
53.6,81.87,9,False
53.6,81.87,8,False
55.4,76.66,6,False
55.4,71.64,8,False
59.0,62.92,8,False
60.8,59.01,8,False
62.6,51.72,8,False
62.6,51.72,6,False
62.6,48.28,4,False
64.4,45.32,4,False
64.4,48.55,6,False
62.6,67.75,10,False
62.6,63.38,8,False
60.8,72.2,9,False
59.0,72.01,8,False
55.4,81.99,5,False
55.4,81.99,3,False
53.6,87.56,3,False
51.8,93.55,6,False
53.6,87.56,4,False
53.6,87.56,6,False
53.6,87.56,3,False
53.6,87.56,2,False
50.0,93.5,2,False
51.8,93.55,2,False
50.0,93.5,2,False
51.8,93.55,4,False
50.0,93.5,2,False
53.6,81.87,2,False
55.4,81.99,3,False
59.0,72.01,2,False
60.8,63.15,2,False
64.4,48.55,3,False
64.4,51.98,4,False
60.8,72.2,10,False
60.8,72.2,8,False
60.8,67.54,8,False
60.8,67.54,4,False
60.8,72.2,6,False
59.0,76.98,8,True
55.4,81.99,5,False
55.4,87.65,3,False
55.4,81.99,4,False
55.4,81.99,4,False
53.6,87.56,3,False
53.6,87.56,2,False
51.8,93.55,3,False
50.0,93.5,2,False
50.0,93.5,2,False
50.0,93.5,2,False
50.0,100.0,2,False
48.2,100.0,3,False
51.8,93.55,2,False
59.0,72.01,2,False
60.8,67.54,4,False
64.4,55.63,5,False
66.2,52.25,3,False
64.4,63.6,11,False
60.8,72.2,10,False
62.6,67.75,8,False
59.0,82.25,10,False
57.2,87.74,10,False
57.2,87.74,9,False
55.4,87.65,7,False
51.8,87.47,5,False
51.8,93.55,2,False
50.0,87.37,2,False
50.0,93.5,2,False
50.0,93.5,2,False
46.4,93.4,2,False
42.8,100.0,2,False
46.4,93.4,4,False
44.6,100.0,4,False
44.6,100.0,2,False
48.2,93.45,2,False
48.2,93.45,2,False
48.2,100.0,2,False
48.2,100.0,2,False
48.2,100.0,2,False
50.0,100.0,2,False
50.0,100.0,2,False
53.6,93.6,6,False
55.4,87.65,5,False
57.2,71.83,5,False
59.0,72.01,5,False
62.6,59.26,6,False
60.8,59.01,8,False
66.2,48.83,6,False
66.2,45.6,7,False
64.4,42.28,8,False
66.2,42.57,8,False
68.0,37.32,5,False
64.4,67.95,11,False
60.8,72.2,12,False
57.2,82.12,8,False
55.4,81.99,5,False
57.2,82.12,3,False
55.4,87.65,3,False
53.6,93.6,2,False
53.6,93.6,2,False
55.4,87.65,2,False
53.6,93.6,2,False
51.8,93.55,3,False
50.0,93.5,6,False
48.2,93.45,2,False
48.2,93.45,4,True
48.2,87.28,6,False
48.2,93.45,7,False
50.0,87.37,7,False
55.4,66.91,6,False
59.0,62.92,9,False
62.6,51.72,8,False
62.6,48.28,8,False
62.6,45.04,7,False
64.4,42.28,9,False
NaN,NaN,9,False
64.4,39.43,7,False
60.8,67.54,9,False
59.0,72.01,5,False
57.2,82.12,5,False
57.2,76.82,4,False
57.2,67.12,5,False
53.6,81.87,2,False
53.6,87.56,2,False
51.8,87.47,2,False
53.6,81.87,3,False
51.8,87.47,3,False
51.8,87.47,4,False
51.8,87.47,4,False
51.8,87.47,4,False
51.8,93.55,4,False
51.8,87.47,4,False
51.8,87.47,3,False
55.4,81.99,6,False
60.8,63.15,6,False
60.8,59.01,6,False
62.6,48.28,4,False
64.4,48.55,6,False
62.6,55.37,5,False
60.8,82.37,7,False
60.8,77.14,8,False
59.0,76.98,6,False
57.2,82.12,5,False
55.4,87.65,4,False
53.6,93.6,4,False
53.6,87.56,4,False
53.6,87.56,0,False
51.8,93.55,2,False
51.8,87.47,2,False
50.0,93.5,0,False
51.8,93.55,5,False
51.8,93.55,2,False
50.0,93.5,3,False
51.8,93.55,3,False
51.8,93.55,5,False
51.8,93.55,5,False
51.8,93.55,2,False
53.6,87.56,6,False
55.4,87.65,7,False
57.2,76.82,8,False
59.0,67.33,3,False
59.0,67.33,3,False
62.6,63.38,10,False
64.4,55.63,6,False
60.8,67.54,7,False
60.8,67.54,8,False
60.8,72.2,5,False
55.4,93.65,5,False
57.2,82.12,4,False
55.4,87.65,2,False
55.4,81.99,2,False
57.2,71.83,4,False
53.6,81.87,4,False
53.6,81.87,4,False
53.6,81.87,3,False
51.8,87.47,5,False
51.8,87.47,2,False
51.8,87.47,2,False
51.8,87.47,2,False
51.8,87.47,4,False
50.0,93.5,2,False
50.0,93.5,2,False
50.0,93.5,2,False
53.6,87.56,4,False
55.4,81.99,4,False
57.2,71.83,6,False
60.8,67.54,5,False
60.8,63.15,6,False
64.4,55.63,6,False
60.8,63.15,9,False
62.6,55.37,12,False
66.2,45.6,13,False
66.2,48.83,11,False
62.6,51.72,14,False
60.8,55.12,11,False
60.8,51.45,15,False
59.0,58.77,8,False
57.2,58.52,11,False
55.4,62.46,7,False
55.4,62.46,6,False
53.6,66.7,9,False
51.8,76.34,7,False
51.8,76.34,6,False
50.0,81.61,10,False
48.2,81.47,9,False
46.4,87.19,6,False
48.2,81.47,2,True
48.2,76.01,3,False
48.2,81.47,5,False
50.0,81.61,5,False
53.6,71.45,5,True
57.2,62.69,6,True
60.8,48.0,10,False
62.6,45.04,10,True
66.2,39.72,11,True
68.0,37.32,10,True
68.0,37.32,16,True
66.2,37.03,15,False
68.0,34.8,11,False
66.2,37.03,11,False
62.6,39.14,7,False
59.0,47.72,6,False
57.2,58.52,11,True
55.4,62.46,10,True
53.6,66.7,3,True
53.6,66.7,3,True
48.2,76.01,6,True
46.4,81.34,6,True
44.6,87.09,6,True
46.4,81.34,4,NaN
46.4,81.34,6,True
48.2,76.01,6,False
48.2,81.47,6,False
48.2,81.47,7,False
50.0,76.18,8,False
53.6,62.23,6,True
57.2,62.69,6,True
60.8,44.76,10,True
62.6,42.0,10,True
62.6,45.04,11,False
66.2,42.57,12,False
64.4,42.28,8,False
64.4,45.32,11,False
62.6,45.04,12,False
62.6,45.04,10,False
60.8,48.0,7,False
59.0,54.86,8,False
59.0,54.86,5,False
55.4,66.91,7,False
50.0,76.18,3,True
48.2,87.28,6,True
48.2,87.28,4,True
46.4,87.19,4,False
48.2,87.28,2,False
48.2,87.28,2,False
46.4,93.4,2,False
48.2,93.45,2,False
46.4,93.4,2,True
46.4,93.4,2,False
48.2,93.45,5,False
50.0,87.37,7,False
53.6,81.87,8,False
57.2,67.12,9,False
60.8,55.12,8,False
62.6,51.72,8,False
64.4,48.55,12,False
64.4,45.32,9,False
64.4,45.32,11,False
64.4,45.32,11,False
62.6,48.28,10,False
60.8,51.45,13,False
59.0,51.18,12,False
55.4,62.46,9,False
51.8,71.26,4,False
51.8,71.26,4,False
50.0,76.18,3,False
48.2,81.47,4,False
48.2,87.28,6,False
42.8,86.99,4,False
42.8,93.3,3,False
42.8,93.3,3,False
41.0,100.0,2,False
44.6,100.0,2,False
44.6,93.35,3,False
46.4,93.4,4,False
46.4,93.4,5,False
51.8,76.34,7,False
55.4,58.27,9,False
59.0,51.18,9,False
62.6,45.04,13,False
68.0,42.85,9,False
69.8,37.61,11,False
68.0,40.0,11,False
68.0,32.43,14,False
66.2,34.51,13,False
64.4,39.43,14,False
60.8,48.0,10,False
57.2,58.52,6,False
57.2,54.6,6,True
51.8,66.48,6,True
48.2,70.88,6,True
46.4,81.34,3,True
44.6,81.2,0,True
42.8,93.3,2,True
39.2,93.19,4,True
41.0,93.24,4,True
39.2,93.19,2,True
39.2,93.19,2,True
35.6,93.08,4,True
42.8,86.99,6,True
46.4,81.34,5,True
50.0,71.07,6,True
51.8,61.99,6,True
55.4,50.64,5,True
57.2,47.44,5,True
60.8,38.85,5,NaN
64.4,34.22,3,True
66.2,29.92,8,True
68.0,30.2,9,True
69.8,30.49,7,True
69.8,32.72,3,True
69.8,30.49,8,True
66.2,37.03,10,True
64.4,42.28,9,False
62.6,45.04,11,True
55.4,71.64,5,True
53.6,71.45,2,True
53.6,71.45,6,True
50.0,76.18,3,True
46.4,81.34,3,False
44.6,87.09,4,False
46.4,87.19,3,False
44.6,93.35,4,False
46.4,93.4,2,False
41.0,93.24,2,False
41.0,93.24,4,True
39.2,93.19,3,True
39.2,100.0,3,True
42.8,100.0,5,True
46.4,100.0,3,True
50.0,87.37,6,False
53.6,76.5,7,False
57.2,67.12,6,False
60.8,51.45,6,False
60.8,51.45,10,False
64.4,45.32,11,False
66.2,39.72,8,False
66.2,39.72,7,False
68.0,34.8,11,False
68.0,34.8,7,False
66.2,39.72,11,False
64.4,42.28,8,False
62.6,45.04,6,False
55.4,71.64,5,True
53.6,76.5,3,True
57.2,67.12,2,True
55.4,71.64,4,True
51.8,76.34,0,True
48.2,87.28,2,True
44.6,87.09,5,True
44.6,87.09,4,True
42.8,93.3,2,True
42.8,100.0,2,True
41.0,93.24,3,True
42.8,100.0,2,True
42.8,100.0,2,True
42.8,100.0,2,True
44.6,100.0,4,False
48.2,93.45,4,False
51.8,87.47,5,False
55.4,71.64,4,False
59.0,62.92,8,False
62.6,55.37,9,False
66.2,48.83,8,False
66.2,45.6,8,False
68.0,40.0,10,False
68.0,37.32,7,False
69.8,35.09,4,False
66.2,52.25,6,False
60.8,72.2,12,False
60.8,72.2,6,False
57.2,76.82,6,False
55.4,87.65,2,False
53.6,87.56,2,False
51.8,93.55,2,False
50.0,93.5,2,False
48.2,93.45,2,False
46.4,93.4,2,False
48.2,93.45,4,True
46.4,93.4,2,True
41.0,100.0,2,True
42.8,100.0,4,True
42.8,100.0,2,True
39.2,100.0,2,True
37.4,100.0,3,True
37.4,100.0,2,True
41.0,100.0,2,True
48.2,87.28,2,True
51.8,87.47,2,True
55.4,87.65,4,True
57.2,71.83,4,True
60.8,63.15,5,True
62.6,51.72,4,True
66.2,52.25,7,False
66.2,45.6,4,True
68.0,49.1,9,False
66.2,55.88,10,False
69.8,46.16,7,False
66.2,55.88,10,False
64.4,63.6,10,False
66.2,59.74,8,False
62.6,67.75,7,False
59.0,82.25,3,False
57.2,82.12,3,False
53.6,93.6,3,False
53.6,100.0,3,False
53.6,93.6,3,False
55.4,81.99,3,False
53.6,87.56,5,False
51.8,93.55,2,False
50.0,93.5,2,True
50.0,93.5,3,True
44.6,93.35,5,True
46.4,93.4,0,True
41.0,100.0,3,True
50.0,100.0,7,True
51.8,93.55,3,False
59.0,67.33,5,False
62.6,59.26,5,False
62.6,59.26,7,False
68.0,49.1,5,False
68.0,52.51,5,False
69.8,40.29,3,False
66.2,59.74,12,False
66.2,63.82,10,False
66.2,59.74,8,False
64.4,63.6,7,False
60.8,72.2,8,False
57.2,82.12,4,False
59.0,67.33,10,False
51.8,87.47,5,False
53.6,87.56,3,False
51.8,81.74,3,False
48.2,93.45,3,False
48.2,93.45,3,False
48.2,93.45,2,False
50.0,93.5,2,False
46.4,93.4,2,True
44.6,100.0,2,True
41.0,100.0,2,True
41.0,100.0,2,True
39.2,100.0,0,True
42.8,93.3,0,True
48.2,93.45,3,True
51.8,93.55,2,True
57.2,76.82,4,True
59.0,67.33,4,True
62.6,59.26,3,True
64.4,55.63,3,True
66.2,45.6,5,True
69.8,43.13,5,True
71.6,35.37,10,True
73.4,35.66,10,False
69.8,52.77,11,False
68.0,52.51,3,False
68.0,52.51,6,False
66.2,63.82,10,False
62.6,67.75,10,False
